text,pred_id,pred_label,p_label0,p_label1,p_label2,true_id,true_label
چه با #شکوه #دولت #آخوند رفت و رفت و رفت تا #موزه #لندن,0,neg,0.9734827,0.0061513707,0.020365888,0,neg
سپاس از جناب نخست وزیر ⚘ #IranRegimeChange,2,pos,0.043271925,0.060859855,0.8958682,2,pos
ماله کشان هرچه زودتر خوشحالمان کنید #دزد #آخوند,2,pos,0.30949697,0.14135343,0.54914963,0,neg
قالیباف هم‌چنان دروغ‌ می‌گوید و توهین می‌کند. دزدی که فریاد دزد دزد سر می‌دهد. #مناظره_سوم #کثیف,0,neg,0.94873387,0.009861527,0.041404605,0,neg
یه وضعیت روانی هست به اسم مسوفونیا. بعضیا بهش دچارن... من خودم از صدای جویدن و هورت کشیدن و خلال کردن دندون متنفرم و تا حد انفجار عصبانیم میکنه. ممکنه این باشه.,0,neg,0.9646224,0.007346631,0.02803102,0,neg
وزیر خارجه آمریکا از دستیابی به رویکردی مشترک با اروپا در برابر ایران اطمینان داد http:// bit.ly/2GI1Mz9,2,pos,0.15561314,0.12297813,0.7214087,1,med
همه یه جوری در گیر و گرفتار یه سری عقاید چند قرن پیش هستن,0,neg,0.97184384,0.0063430313,0.021813165,0,neg
ماهی بیچاره را آب آن چنان تازه نکرد.... آنچه کرد اندر دل وجان‌های مشتاقان صیام... گر چه نفست رستمی باشد مسلط بر دلت!! لرز بر وی افکند چون بر گل لرزان صیام... #مولانا #رمضان_الكريم,0,neg,0.5547068,0.10231549,0.3429777,0,neg
از این پس بجای کلمه ی غریب #خانه_ملت ( #مجلس_نمایندگان ) باید #دار_المنافقین نامید. #مجلس_غربگرا #شفافیت_آراء_نمایندگان #فرجام_غربگرایی #شفافیت #شفافیت_آراء_مجلس #بی_غیرت #مفت_خور #نفوذ,0,neg,0.9732656,0.006246656,0.02048779,0,neg
"""وقتی که مجروح و زخمی میشی باید درمانش کنی اگه نه چرک میکنه و هزار درد و مرض دیگه میاد سراغت. جامعه ی زجر کشیده ما مثل اون جراحتِ",0,neg,0.9739742,0.0061916825,0.019834206,0,neg
چه درختای سرحالی ، کاملا مشخصه که خاکش شور نیست، برعکس حیاط خونه ی ما.,0,neg,0.7933208,0.0400965,0.1665827,2,pos
بفرما تا تيشرت از كمد در اوردم طوفان شد نخواستيم بابا #هوا #طوفان #شانس #بارون #شيت_به_زندگي #سگ_توهوا,0,neg,0.9743347,0.0062811137,0.019384138,0,neg
بعنوان یه کتابدار و دیدگاه کتابداری .واقعا به کتابخوانی خیلی کم لطفی میشه,2,pos,0.18270856,0.12708351,0.69020796,0,neg
#زندگي يعني... مداد #استدلر ، دفترچه يادداشت با #كاغذكاهي ، و بوي كتاب هاي #قديمي .... #حال_خوش,0,neg,0.50801,0.11319974,0.37879026,2,pos
یه تپه الان هست که اسمش نریده‌س نزدیکای پارچین و صنایع موشکیه انگار حالا اگه اونجا سالم موند ایشالا حتما قبول میکنم,0,neg,0.5178995,0.11161022,0.37049022,2,pos
#بیشعور,0,neg,0.9672327,0.0070262994,0.025741015,0,neg
تنها حس من به شما تنفر به شما #احمق,0,neg,0.9238254,0.013657199,0.06251742,0,neg
شادم ، كه ز شاديِ جهان آزادم! #مولانا,2,pos,0.040815808,0.058119487,0.9010647,2,pos
خبر دارید اینستاگرامم فیلتر شده یا ن,0,neg,0.6963388,0.06400779,0.23965338,1,med
چه جالب كه كل مشكلات مملكت ما تو فيلتر كردن يا نكردن تلگرام داره جلو ميره تا كي جهل و ناداني پيشه ميكنيد ملت يكم بخودتون بيايين و براي سرافرازي اين انقلاب و نظام قدمي برداريد،انكسي هم كه كشور را ترك كرد لياقت موندن تو كشورمونو نداشته اگه داشت ميموند و خدمت ميكرد به انقلابمون.,0,neg,0.95079213,0.009547761,0.039660044,0,neg
با جماعت ابله طرف شدم.زیاد خودم خسته نمیکنم.چون همین قدر هم نمیفهمی.یعنی خدا چقدر زحمت کشید تا موجودات ابله مثل شما و طالبان و داعش رو یکجا افرید.فکر کنم خدا.رید.در حد کلاس پیش دبستانی.بالاتر.نمیفهمید میزنید به 28 مرداد و عمام تو چاه.فهمیدی؟یا برات نقاشی,0,neg,0.92287266,0.014204241,0.062923074,0,neg
نه مثل اینکه جداً خیلی از این ارزشی‌ها تنفر داری، هر جور شده بارون‌رو ربط دادی به ارزشی‌ها,0,neg,0.95733523,0.008495306,0.034169443,0,neg
هیچی فقط دلم یه جورایی سوخت ... این واژه چند وقته هرروز یه جایی که میخوام برم یه کاری که میخوام بکنم خود نمایی میکنیه... pic.twitter.com/EmdjQ24FLf,0,neg,0.8103103,0.04050628,0.14918332,0,neg
چه هوس برانگیز ! :),2,pos,0.31288213,0.14085203,0.5462659,2,pos
عینک آمریکایی زدم چون طرفدار امریکای جهانخوارم که به جام جهانی صعود نکرده,0,neg,0.92023134,0.014451737,0.0653169,2,pos
شیرین چجوری کامروا بود با اون دل خونش؟ https:// twitter.com/Mahooolak/stat us/990527920773922818 …,2,pos,0.06565183,0.077848844,0.8564994,0,neg
حالا که خیط شدی دیوث #ولایتمعاش #مزدور_سایبری #دروغگو,0,neg,0.9734761,0.0067792446,0.019744683,0,neg
راستی، وقتی یه روز خوب میاد شاید از ما چیزی نمونه جز خوبیا #هیچکس مود,2,pos,0.06446482,0.073631495,0.8619036,2,pos
من هروقت آهنگ منتظرت بودم داریوش رفیعی رو گوش میدم تو ذهنم یه پیرمرد عصا به دست میاد که چشماشو بسته رو صندلی راک کنار گرامافون نشسته و این آهنگو پلی کرده,0,neg,0.7896848,0.040575445,0.16973977,0,neg
با من باش تا کامروا گردی:),2,pos,0.041310195,0.058523703,0.9001661,2,pos
والا مجتباجان، ما معنی #تجاوز رو نمی‌دونستیم. با این تعریفی که اینا می‌کنن، بله ‌. به کرات.,0,neg,0.9648743,0.0072751655,0.027850479,0,neg
خوشا به حالت. حالش رو ببر.,2,pos,0.04198851,0.05757784,0.9004336,2,pos
وقتی ا.ن میاد میگه آب بریز اونجا که میسوزه و ممه رو لولو برد پولادگر گوسپند هم میاد به رضا مهماندوست میگه مزدور! #بیشرف,0,neg,0.97426695,0.006415412,0.019317666,0,neg
خود دانشگاه جشن 22 بهمن برگزار میکنه واسه اینکه نشون بده خایه ماله! اونوقت 4 تا دانشجو شرکت میکنن که نشون بدن خایه مال ترن؟؟ #خاک_بر_سر,0,neg,0.9101116,0.020042835,0.06984557,0,neg
@mitrazamani09 نه گل و بلبل نیست . ولی ما حواسمون هست کیا دارن گند میزنن و بدبختیامون از کجاس. ولی یه عده سعی دارن گناهشونو بندازن گردن یه عده دیگه . شما هم لطف کن دیگه بنده رو ریپلای نکن . چون مشخصه جیب شما هم آره,0,neg,0.9048292,0.021300558,0.07387024,0,neg
هیچ چیز به اندازه خنده های صادق لاریجانی موزی برای من زور نداشت #دوقطبی #آتش_به_ختیار #روحانی #فضای_امنیتی #رهبر #ترس #24میلیلون_هیچ,0,neg,0.9742964,0.0061830045,0.01952061,0,neg
از اسمش پیداست : #آخوند = #دزد,0,neg,0.96413624,0.0073248036,0.02853897,0,neg
شاید تنها کشوری باشیم که به جای استفاده از خود پل عابر پیاده، از سایه اش استفاده میکنیم!!! #تلخند #فرهنگ,0,neg,0.9734571,0.006227493,0.020315452,0,neg
ی نصیحت: همیشه مثل سوگند به خودتون افتخار کنید^__^ https:// twitter.com/Mahia__Panahi/ status/1002260474736586753 …,2,pos,0.07145881,0.08331161,0.8452296,2,pos
خوش‌بختانه این مسائلی که گفتم کمترین حدش رو توی دانشگاه خودمون شاهدش بودم و بیشتر منظورم جریان کلی انجمنیاست. در ثانی جز قسمت آخر جمله‌م که گفتم بقیه رو حذف میکنن بقیه جمله‌م کجاش میتونه اشتباه باشه؟:پول ملت و پشت ‌ گرمی دولت.,0,neg,0.70366776,0.063295804,0.23303643,2,pos
من از اون داستان اینقد وحشتزده شدم که دیگه میترسم.,0,neg,0.9737017,0.0062591597,0.02003908,0,neg
وقتی ته رول داری، یه پشت گرمی خاصی همراهش هست.,2,pos,0.050769843,0.06423577,0.8849944,2,pos
#وطن_فروش #خائن #نوکرروسیه #نوکرانگلیس #چریکی,0,neg,0.9710231,0.006387207,0.022589738,0,neg
من برانداز نیستم و معاقد به اصلاحات هستم از برخی کاربران برانداز هم متنفرم حتی بیشتر از یه سری کاربران ارزشی! ولی این حجم از توهین اونم توسط کسی که فکر میکنه اون عبا و عمامه براش حاشیه‌ی امن فراهم کرده قابل قبول نیست و باید با ادبیات خودش بهش جواب داد,0,neg,0.93766624,0.011910809,0.05042291,0,neg
خیلی جایه بدیه انقد بد که از نخبه تا ادم معمولی ارزوی رفتن به درگاهشو دارن . حتی شنیدم بچه های تنی چند از مسولین عرزشی هم اونجا با بدبختی زندگی میکنن . نمونه اخرشم همین دوست عرزشیتون بود که با چنتا توله و زن چادری همچین پسش فرستادن که جاش حالا حالا میمونه,0,neg,0.9539117,0.0090291975,0.03705914,0,neg
خیلی سعی می‌کنم تو مصاحبه آدم مثبت اندیشی باشم، روحیه تعاملی از خودم نشون بدم و آینده رو روشن ببینم. اما واقعیت اینه که فقط سعی می‌کنم.,0,neg,0.48970833,0.118716404,0.39157516,0,neg
زندگیم خلاصه شده تو یک چیز #تخمام #هه #کیر,0,neg,0.9733652,0.0065218583,0.020113064,0,neg
جانم فداي رهبر,2,pos,0.04242332,0.058645044,0.8989316,2,pos
فقط یه رفیق میتونه بشوره ببره درداتو باغت اباد رفیق,2,pos,0.34536144,0.14069752,0.51394105,2,pos
در هر کجا که باشیم فرق نمی کند که کی باشیم ولی همیشه باید در کنار انسانی باشیم که نیاز به کمک دارد او از این کمک ما دلگرم می شود و ما هم همراه با او می شویم این حس انسانیت ما را در این نبرد به هم نزدیک تر و متحد تر می کند #RaminHosseinPanahi pic.twitter.com/lIRLbulzyS,0,neg,0.45565206,0.12740828,0.41693965,2,pos
شاش قبل ازخواب موجب آرامش شاش بعدازخواب موجب سرحالی پس همواره بشاش به این زندگی که شاد زندگی کنی مثانه تان پرازشاش ، زندگیتان بشاش بخندو کپی نکن ...اگه برسه دست مکارم شاشیدن رو هم حرام میکنه سلام,2,pos,0.08136734,0.08459895,0.8340337,2,pos
خب دوستان میخایم تو توویتر معروف شیم. بریم سراغ مواد مورد نیاز: ممه دو عدد پر و پاچه به مقدار لازم عکس پروفایل شاخ یک عدد کافیه مواد رو با هم ترکیب کنید و 120 دقیقه در مجاورت پسر های هول قرار بدید #توویتر #شل_مغز,0,neg,0.87893623,0.021952523,0.09911121,0,neg
واقعا یه مشت دیوانه دور هم جمع شدن یکی از چیزایی که ازش میترسم اینه که فیلتر تویترو بردارن اونا بیان اینجا,0,neg,0.97450066,0.00615755,0.019341737,0,neg
کجات می سوزه از اینکه ایران به سمت روسیه وچین می رود ؟ چرا از این همه نقص عهد غربی ها فریادت بلند نیست ؟ مثل: لغو قرارداد برجام کرسنت پژو بویینگ ایرباس توتال بحث موشکی حقوق بشر دستگیری دیپلماتهادرهلند وآلمان چند گرفتی از غربی ها تاتوییت برضد منافع ملی بزن,0,neg,0.97344774,0.0062690377,0.020283256,0,neg
واقعا رهاسازی؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ یوتانایزش کنن شرافتمندانه تر نیست؟؟ گربه کور رهاسازی بشه که با زجر و ترس بمیره؟؟ بمیریم، منقرض بشیم که دنیا از رذالتمون راحت بشه. بشر نفرت انگیزترین موجود در تمام کهکشانهاست.,0,neg,0.9682183,0.006918643,0.02486301,0,neg
نامه نگاری برای رفع #فیلترینگ #توئیتر یا تمرکز زدایی از فیلترینگ #تلگرام ؟ یکی از تکنیک های روابط عمومی ، بزرگنمایی و تمرکز بر #خبر خوش برای به دست فراموشی سپردن خبر بد است. تکنیک دیگری هم هست که در آن بر یک خبر بد تمرکز میکنیم که اذهان از خبر بدتر دور شود.,0,neg,0.618768,0.0859885,0.29524356,0,neg
دقيقا بواسطه همين پشت گرمي همينطور عربده ميكشن، همشوووون، همشووون,2,pos,0.121600434,0.10381683,0.7745827,0,neg
امروز صبح نشستم وسط خونه و زار زار به خاطر اینکه کارهای فنی بلد نیستم و همه ی دستورات تلفنی صادره از جانب پدر و برادرمو رو مو به مو انجام میدم ولی باز به نتیجه ای نمی رسم، گریه کردم. #فنی #گریه,0,neg,0.9246529,0.014063678,0.061283443,0,neg
رفتم فیلم «عصبانی نیستم» رو دیدم شاید باید ولت کنم ، چون دوستت دارم یادته میکفتی کلی خواستگار پولدار داری؟ #استاد,0,neg,0.9548951,0.008891582,0.036213428,2,pos
هم اکنون کازرون. حمله امشب نیروهای سرکوب گر به ماشینها و موتور سیکلت های مردم. اول چک میکنند کسی نبینتشون بعد موتورارو پنچر میکنند. ۳۰ اردیبهشت #اعتراضات_سراسری #براندازم ویدیو و خبرهای تازه https:// t.me/rezashahbozoorg https://www. facebook.com/10000763825694 4/videos/2078476595750262/ …,0,neg,0.7998048,0.04364317,0.15655193,0,neg
#آمين #موفق,0,neg,0.6186063,0.082455866,0.29893786,2,pos
یاد و نام این بزرگمردی که تاریخ ایران به خود تا به حال ندیده است گرامی ، افسوس که هنوز هم بعضی از ما نمی دانیم او چه شخصیت والایی بود و هدفش برای ایران و ایرانی چه بود و عجیب تر اینکه هنوز هم بسیاری از ما نمی دانیم. عجبا از این بی لیاقتی ما از داشتن و حفظ یک چنین شخصیتهایی بی pic.twitter.com/RRnR3rzd2d,0,neg,0.6798175,0.06989568,0.25028676,2,pos
تمدنها را انسانهایی میسازند که از آنچه دارند خشنود نیستند و درپی تعالی هستند تمدن ها گفتگو نمی کنند،تعامل دارند,0,neg,0.641308,0.08088458,0.27780744,1,med
هر روز دنبال کس و کون جدیده بعد چسناله هاش توو اینستا مال ماست #جاکش,0,neg,0.9624462,0.0076605305,0.029893253,0,neg
بنده طرفدار اصل نظام هستم و خواهان اصلاحات در کارکرد مدیران آن.و معتقدم مشکلات کشور در داخل به دست خودمون حل میشه نه آمریکا و اسراییل یا مجاهدین خلق.اینا اگه غم مردم ما رو میخوردن هواپیمای مسافر بری رو روی هوا نمیزدن،دانشمندهای ما رو ترور نمیکردن،۱۷ هزار شهید ترور نداشتیم و...,0,neg,0.96925193,0.006723307,0.024024798,0,neg
"کارما دیگه از اینکه بشین ی گوشه غصه بخور و و اینور اونور چسناله کن گذشته ! مادیگه رگ گردنمون میزنه بیرون , فحش میدیم و یقه میگیریم !! #وحشی",0,neg,0.97431606,0.0064709005,0.019213013,0,neg
همه چیز به «اونها» مربوط نیست. بهرحال باید به مردم هم ایراد گرفت، مثلا وقتی این به اصطلاح خبرنگار تهدید می‌کنه، مردم باید خودشون جواب این گستاخی رو بدن. https:// twitter.com/mohammadmosaed /status/1001044528336322560 …,0,neg,0.90145415,0.022849055,0.07569675,0,neg
ننگ بر این تفکرت,0,neg,0.9694956,0.0065065394,0.02399795,0,neg
بالاخره بعد از یک دوره انتظار شیرین کتابم منتشر شد... ‌ سپاس از همه عزیزانی که در این مدت در کنارم بودند #کتاب #هفت_گام_تا_خوشبختی #مثبت _اندیشی pic.twitter.com/BKaODrvEfE,2,pos,0.07984939,0.0871481,0.83300257,2,pos
ناراحت کننده است ولی اینها برای دریافت پول بیشتر ( از حماس با پول دزدیده شده ملت ایران ) تمام اعضاع خانواده را به تظاهرات آورده اند ! ملت من در فقر و تنگدستی هر روز هزاران بار میمیرند . #غزه به جهنم بره حق شون همینه . بچه های خودمان برایمان بیشتر ارزشمند هستند. #ایرانی_به_پاخیز pic.twitter.com/S8DrbTTuFO,0,neg,0.7999163,0.04290065,0.157183,0,neg
وزیرخارجه میرحسین موسوی،مذاکره کننده ارشد قطعنامه ۵۹۸،وزیرخارجه رفسنجانی،حامی میر حسین موسوی در سال ۸۸،عامل اصلی برهم خوردن توافق هسته‌ای تهران در زمان احمدی‌نژاد. دیروز حامی اصلی برجام و امروز منتقد انقلابی برجام بزدلانی کز هراس ابتر شدند از بسیجی‌ها بسیجی‌تر شدند pic.twitter.com/jYj244tHVo,0,neg,0.69164205,0.06726272,0.24109535,0,neg
"""خودِ #زینب ، جدا کرده علمدارای این خط رو """"",0,neg,0.940085,0.011280063,0.048634876,1,med
مثبت اندیشی به معنیِ انکارِ مُشکلات و بدی ها نیست، بلکه توجه نکردن به آنهاست.,2,pos,0.42939147,0.13189523,0.43871328,1,med
يه كون دست عصا قورت داده دنده عقب اومد زد به گلگيرم :| حالا وسط اين همه گرفتاري،صاف كاري رفتن هم اضافه شد.,0,neg,0.95346034,0.008999707,0.037540004,0,neg
عساه مايحدر #زهرمار,0,neg,0.760912,0.047132354,0.19195564,0,neg
دو چشمِ مستِ مِیْ‌ گونت، ببرد آرام هوشیاران دو خواب آلوده بِرْبودند، عقل از دست بیداران #به_به #تریوله #چشم_مست,0,neg,0.74726355,0.05380146,0.19893499,2,pos
#خامنه_ای_دزد خنده های گاه گاهت خنده شیرین صبح کیسه کیسه پول ملت را بدزدی از شبی تا فجر صبح پشت دزدان جا دادی خان ملت را به ظلم ای که نفرینت بباشد ، از شبی تا فجر صبح,0,neg,0.55061615,0.10197818,0.34740573,0,neg
اونا همونایی هستن که اربیین میرن کربلا قاشق زنی هالووین شرکت می کنن جشن شکرگزاری میگیرن هفت آبان رو گرامی میدارن در عین اینکه از وجود خیابون کورش تو تلاویو یه لرزش افتخاری تمام بدنشون میگیره ولی میگن اسراییل باید نابود شه. و در ضمن امید بذر هویتشون است .,0,neg,0.6332785,0.08100126,0.28572023,0,neg
با شما موافق نیستم,2,pos,0.10258904,0.099317744,0.79809326,0,neg
پس جمع کنین این بساط پشت گرمی رو,0,neg,0.4401097,0.1275364,0.4323539,0,neg
حتی هوا برام ی بویی داره #حال_خوش,2,pos,0.12797551,0.11007258,0.76195186,2,pos
یک عده ادما هستن.سرتاپا ادعان ادعا شعور فرهنگ دارن یادنگرفتن توکارای بقیقه دخالت.نکن فک.میکنن قضاوت نمیکنن اما میکنن این ادما ترسناکن ترسناک,0,neg,0.97416455,0.006479767,0.019355634,0,neg
وقتی شما یه اتفاق خیلی بد براتون میوفته چهار مرحله سپری میکنید ۱-شوک و انکار ۲-خشم و اندوه ۳- سوگواری ۴-پذیرش و تطبیق,0,neg,0.68983537,0.06605229,0.24411227,0,neg
خوشبختانه. البته خیلی ها که این هشتگ رو حمایت میکنند خودشون قربانی نیستن، از افرادی که به هر شکل آزار و آسیب دیدن حمایت، پشتیبانی و همدلی میکنن.,0,neg,0.81805456,0.035035387,0.14691006,2,pos
قطعا به خاطر طبیعت هم که شده کاغذ دوستدار محیط زیست ولی تبلت با اون باتری و شیشه و برق مصرفی هرگز. خلاصه من چشام وقتی کاغذ رو لمس میکنم میبینه.,2,pos,0.30973023,0.1443658,0.54590404,2,pos
اگه تو مرا دوست داشتی، اینجا نبودم... جانی در تَنِ محبوس نبودم...,0,neg,0.5920901,0.09074358,0.3171663,0,neg
عزیزم!! لااقل چن جایی رو بزار که فقط خودت تو خونه ببینی‌... واقعا تو خونه چیو میبینی که ما نمی‌بینیم؟؟؟ (خطاب به مردایی که زنشون بدحجابه) #عصبی #شاید_موقت #پایتخت #لاتاری,0,neg,0.96850395,0.006779849,0.024716204,0,neg
بچه دوست قدیمی مون 11 سالشه مامانش داشت ب مامانم میگفت اره دیگه باید برای شمیم جهاز جور کنم -_- اووو کجا میری یره خواستگار کجا بود دلت خوشه,2,pos,0.2257439,0.1342809,0.6399752,0,neg
بله می بینم درخواستها رو. ولی نمیدونم چطوریه که بعضیا مشکل دارن بعضیا ندارن.بعضیا پول میدن بعضیا مجانی هم مشکلی ندارن.,0,neg,0.9509785,0.009494868,0.03952674,0,neg
سحر خیز باش تا کامروا باشی برای پولداراییه که میخوان برن ورزشگاه انقلاب تنیس بازی کنن ساعت یازده هم برگردن خونه نه ما که برای یه لقمه نون باید تا بوق سگ بدوییم,0,neg,0.8961881,0.01902801,0.08478398,0,neg
واقعا ما چه کرده ایم با دختران سرزمینمان که از سوار شدن در آسانسور با ما هم هراسان میشوند ؟ موجب شرمندگیست . حالا که حکومت در زمینه تعلیم و تربیت جنسی بیتفاوت و منفعل عمل میکند تنها راه ما همین گفتگو و آموزش در شبکه های اجتماعی و جمعهای دوستانه و خانوادگیست و,0,neg,0.7290827,0.057697885,0.2132194,0,neg
خیلی هم عالی و دلگرم کننده,2,pos,0.045776397,0.06062544,0.89359814,2,pos
هنوز مغزم نپذیرفته ک اومدم شمال دیگه.هی کلمو از پنجره میکنم بیرون میگم بــَه چه بوی شمال میاد و تا ساعتها شادم ^__^,2,pos,0.052081812,0.06495358,0.8829646,2,pos
من الآن واسه برادرزاده هام از اینجا لالایی بخونم حسابه؟ #دلتنگی,0,neg,0.9740993,0.006332754,0.0195679,0,neg
اشک مرد گریه مرد غم داره ، درد داره حالا فرقی نداره یه بچه ۷ساله باشه یا یه پسر ۲۰ ساله یا یه مرد ۵۰ ساله اشک مرد(غم)داره. #مرد #اشک #گریه,0,neg,0.96424407,0.0073652333,0.028390752,0,neg
بهم میگه یه سالی باهم رابطه داشته باشیم بعدش میام خواستگاریت، زرنگ این کلک ها واسه دختر 12 ساله کار سازه نه منی که خودم قول خواستگاری میدم :/,0,neg,0.8914769,0.019355848,0.08916723,0,neg
#خدایا_ظهور_امام_زمان_را_نزدیک_بفرما,2,pos,0.116795875,0.10780619,0.7753979,1,med
بخوابید تا کامروا شوید :],2,pos,0.04243805,0.059143275,0.89841866,2,pos
ی شرکتی کار می‌کردم.سطل آشغال نداشت توی دستشوییش. باید می‌رفتی دستشویی پارکینگ وقتی پریود بودی. شاید باورش سخت باشه اما آقایون به این شرایط اعتراض کردن. گفتن خانوما سختشونه.با این حال بعضی خانوما می‌گفتن خجالت می‌کشن از اینکه آقایون راجع به این موضوع حرف زدن. #بهداشت_قاعدگی,0,neg,0.94990754,0.0096819755,0.04041048,0,neg
در عقلانيت #صداوسيماميلى همين بس كه عزاى عمومى اعلام كرده نوار مشكى گوشه تصوير گذاشته، آن وقت طنز شبانه پخش ميكند !!! #آشغال #کشتی_سانچی #نفتکش_سانچی #سانچى,0,neg,0.9698238,0.0066218274,0.02355441,0,neg
همه مخالفان حکومتی ،حتی اگر مطلبی درموبایل علیه حکومت بنویسد زندانی میکنند،،در تظاهرات دی ماه ۱۳۹۶ و تظاهرات ۱۳۸۸ و تمام تظاهرات دیگر،،مردم را شدیدا کتک زدند،،گلوله مستقیم زدند.برخی از شدت کتک همانجا مردند،،برخی در زندانها شکنجه و تجاوز و بیمار روانی شدند،جنازه ها را میدزدند pic.twitter.com/eXgYbbeYZh,0,neg,0.9012142,0.022439623,0.07634619,0,neg
خب ترنس بشن،مگه چه عیبی داره؟ #کثافت_محض #زباله #لجن,0,neg,0.9743368,0.0062744278,0.019388843,0,neg
نه والا من خودم از جمله کسانی هستم که با مرده و زنده‌ی پدر دست به گریبانم و البته کماکان ناکام در گریختن از چنگ وی.,0,neg,0.9651892,0.0073317722,0.02747902,0,neg
کونونیسم خوبه! اونم ولایت معاش طرفدار این کسکشای عسلامیست! یه مشت کسخل طرفدار چارتا کسکش روس و چینی!,0,neg,0.6733013,0.071498066,0.25520062,0,neg
پاکستان زندہ باد افواج پاکستان پائندہ باد,2,pos,0.04362475,0.060349382,0.89602584,2,pos
خوب با برنداز‌ها حال میکنی‌، به هم تیکه میندزین، خخخخ. ما با اینها یه کم فرق داریم، با کسی‌ شوخی نداریم و تک تک شما‌ها را خواهیم کشت، کلاش و گوله‌هایش هم رسید، اگر عکس میخواهی‌ بگو هر #آخوند یک گوله هر #لباس_شخصی یک گوله تنها راه آزادی ایران، جنگ هست، فقط,0,neg,0.8390817,0.03326495,0.12765329,0,neg
#رهبرم_را_عشق_است,2,pos,0.37630513,0.13821433,0.48548058,2,pos
خامنه ای طوسی درمشهد رندگی میکرده هرهفته سری هم به تهران میزد که پیش خامنه ای میماند ولی خامنه ای دستور داد درپاسداران خانه برایش خرید که هروقت بتهران میامد خامنه ای میرفت پیش طوسی وشبا انجا میماند شما میدانید برای چی وچرا انقدر به سعید طوسی علاقمند وشبها پیشش میماند https:// twitter.com/bozorgariamehr /status/999730492638310400 …,0,neg,0.59101474,0.09237312,0.31661218,0,neg
تو که خواستگار نصفه شبی داری،سر صبحی داری! تو دیگه چرا؟؟,0,neg,0.71405864,0.05877238,0.22716902,2,pos
چرا هنوز افراد مزاحم و متلک پران و فلان و بیسار تو مترو و خیابون و کوچه و پسکوچه فکر میکنند ما عقلمون نمیرسه که بکشونیمشون به جلو نزدیکترین پلیس یا دادی سرشون بزنیم و اطرافیان رو متوجه این مزاحمت کنیم که حالشون رو یا جلوشون رو بگیره؟؟!! #عصبی #آخیش,0,neg,0.96450204,0.0074474555,0.028050505,0,neg
من دقت کردم هر وقت موقع چت/منشن از اموجی استفاده نکردم،بلا استثنا فکر میکنن دارم باهاشون دعوا میکنم:// واقعا چراااا-_-,0,neg,0.61619157,0.086177014,0.2976314,0,neg
لعنت بهتون :)))) نمیدونین چقدر دیدن اینکه چقدر عاشق همین و حالتون باهم خوبه به اطرافیان تون - که ما باشیم - انرژی مثبت و حال خوش میداد !؟ این جدایی تون واسه ما غیرقابل تحمله خدا به فریاد خودتون برسه,2,pos,0.1375532,0.11265042,0.7497964,2,pos
سیاہ ترین دورحکومت عبرتناک اختتام تک پہنچا تاجدارختم نبوت زندہ باد,2,pos,0.20912313,0.13407008,0.65680677,2,pos
#قربان_آن_شوم_که_تو_را_آفریده_است_رهبرم,2,pos,0.38959044,0.13962929,0.47078028,2,pos
نمیزاریم آب خوش از گلوی شما پایین بره #IranStrikes #IranRegimeChange,2,pos,0.066435166,0.075875215,0.8576897,0,neg
دومی رو داشته باشی اولی هم راحت بدست میاد #ژن_خوب,0,neg,0.67777336,0.06909132,0.25313523,0,neg
وزارت خارجه امریکا: کوریای شمالی در جریان سفر امروز مایک پومپئو به پیونگ یانگ، سه شهروند امریکایی را از زندان آزاد کرد. رییس جمهوری امریکا با قدردانی از رهبر کوریای شمالی رهایی شهروندان امریکایی را نشانه مثبت حسن نیت این کشور دانست https:// twitter.com/StateDept/stat us/994223652139913216 …,2,pos,0.212838,0.13901968,0.64814234,1,med
وقتی داداشت نیست حتی ساعت شروع فوتبالم نمیدونی #دلتنگی #دوری #فوتبال #تنهایی,0,neg,0.97388476,0.006391617,0.019723527,0,neg
خب باید به اون دختر آفرین گفت چون خلا عاطفی داره و از خانواده مستحکمی برخور داره آفرین به انتخابت,0,neg,0.51385295,0.11198983,0.3741572,2,pos
قهرمان من تویی کامیوندار درود بر شرفت #اعتصاب_کامیونداران #اعتصابات_سراسری #براندازم,0,neg,0.49438018,0.11750918,0.38811064,2,pos
#بیشرف,0,neg,0.9629633,0.0072506675,0.02978613,0,neg
خوبه چند ماه هم از حمله داعش به مجلس و حرم امام نگذشته #نمک_نشناس,2,pos,0.2177991,0.1327664,0.6494345,0,neg
پیروزی با قرآنه ! اینو نه خودش ، بلکه علم هم بهش گواهی داده !,0,neg,0.44703403,0.12752609,0.42543992,2,pos
خب مجبورن دقت کنن تا بتونن از امتحان مادر ها سربلند بیان بیرون,0,neg,0.84651697,0.027707744,0.12577535,2,pos
من از روزی که هوادار این تیم شدم فهمیدم همه اشخاص میان و میرن این پرسپولیسه که میمونه و در کنارش تمام کسایی که همیشه برای پرسپولیس افتخار آفریدن و باعث و سربلندیش شدن همیشه محبوب میمونن درخشان بود استیلی بود ژوزه بود دوره های سختی بود ولی همون روزا هم از هواداریش پا پس نکشیدم,2,pos,0.2993308,0.14413533,0.55653393,2,pos
تلگرام خود را آپگرید کنید. قطعاً خشنود خواهید شد .,2,pos,0.07082669,0.08140761,0.84776574,2,pos
