section,text,ground_truth,base_pred,finetuned_pred,model,accuracy,precision_w,recall_w,f1_w,report
predictions,با جماعت ابله طرف شدم.زیاد خودم خسته نمیکنم.چون همین قدر هم نمیفهمی.یعنی خدا چقدر زحمت کشید تا موجودات ابله مثل شما و طالبان و داعش رو یکجا افرید.فکر کنم خدا.رید.در حد کلاس پیش دبستانی.بالاتر.نمیفهمید میزنید به 28 مرداد و عمام تو چاه.فهمیدی؟یا برات نقاشی,neg,neg,neg,,,,,,
predictions,نه مثل اینکه جداً خیلی از این ارزشی‌ها تنفر داری، هر جور شده بارون‌رو ربط دادی به ارزشی‌ها,neg,neg,neg,,,,,,
predictions,هیچی فقط دلم یه جورایی سوخت ... این واژه چند وقته هرروز یه جایی که میخوام برم یه کاری که میخوام بکنم خود نمایی میکنیه... pic.twitter.com/EmdjQ24FLf,neg,neg,neg,,,,,,
predictions,چه هوس برانگیز ! :),pos,neg,pos,,,,,,
predictions,عینک آمریکایی زدم چون طرفدار امریکای جهانخوارم که به جام جهانی صعود نکرده,pos,neg,neg,,,,,,
predictions,شیرین چجوری کامروا بود با اون دل خونش؟ https:// twitter.com/Mahooolak/stat us/990527920773922818 …,neg,neg,pos,,,,,,
predictions,حالا که خیط شدی دیوث #ولایتمعاش #مزدور_سایبری #دروغگو,neg,neg,neg,,,,,,
predictions,راستی، وقتی یه روز خوب میاد شاید از ما چیزی نمونه جز خوبیا #هیچکس مود,pos,neg,pos,,,,,,
predictions,من هروقت آهنگ منتظرت بودم داریوش رفیعی رو گوش میدم تو ذهنم یه پیرمرد عصا به دست میاد که چشماشو بسته رو صندلی راک کنار گرامافون نشسته و این آهنگو پلی کرده,neg,neg,neg,,,,,,
predictions,با من باش تا کامروا گردی:),pos,neg,pos,,,,,,
predictions,والا مجتباجان، ما معنی #تجاوز رو نمی‌دونستیم. با این تعریفی که اینا می‌کنن، بله ‌. به کرات.,neg,neg,neg,,,,,,
predictions,خوشا به حالت. حالش رو ببر.,pos,neg,pos,,,,,,
predictions,وقتی ا.ن میاد میگه آب بریز اونجا که میسوزه و ممه رو لولو برد پولادگر گوسپند هم میاد به رضا مهماندوست میگه مزدور! #بیشرف,neg,neg,neg,,,,,,
predictions,خود دانشگاه جشن 22 بهمن برگزار میکنه واسه اینکه نشون بده خایه ماله! اونوقت 4 تا دانشجو شرکت میکنن که نشون بدن خایه مال ترن؟؟ #خاک_بر_سر,neg,neg,neg,,,,,,
predictions,@mitrazamani09 نه گل و بلبل نیست . ولی ما حواسمون هست کیا دارن گند میزنن و بدبختیامون از کجاس. ولی یه عده سعی دارن گناهشونو بندازن گردن یه عده دیگه . شما هم لطف کن دیگه بنده رو ریپلای نکن . چون مشخصه جیب شما هم آره,neg,neg,neg,,,,,,
predictions,هیچ چیز به اندازه خنده های صادق لاریجانی موزی برای من زور نداشت #دوقطبی #آتش_به_ختیار #روحانی #فضای_امنیتی #رهبر #ترس #24میلیلون_هیچ,neg,neg,neg,,,,,,
predictions,از اسمش پیداست : #آخوند = #دزد,neg,neg,neg,,,,,,
predictions,شاید تنها کشوری باشیم که به جای استفاده از خود پل عابر پیاده، از سایه اش استفاده میکنیم!!! #تلخند #فرهنگ,neg,neg,neg,,,,,,
predictions,ی نصیحت: همیشه مثل سوگند به خودتون افتخار کنید^__^ https:// twitter.com/Mahia__Panahi/ status/1002260474736586753 …,pos,neg,pos,,,,,,
predictions,خوش‌بختانه این مسائلی که گفتم کمترین حدش رو توی دانشگاه خودمون شاهدش بودم و بیشتر منظورم جریان کلی انجمنیاست. در ثانی جز قسمت آخر جمله‌م که گفتم بقیه رو حذف میکنن بقیه جمله‌م کجاش میتونه اشتباه باشه؟:پول ملت و پشت ‌ گرمی دولت.,pos,neg,neg,,,,,,
predictions,من از اون داستان اینقد وحشتزده شدم که دیگه میترسم.,neg,neg,neg,,,,,,
predictions,وقتی ته رول داری، یه پشت گرمی خاصی همراهش هست.,pos,neg,pos,,,,,,
predictions,#وطن_فروش #خائن #نوکرروسیه #نوکرانگلیس #چریکی,neg,neg,neg,,,,,,
predictions,من برانداز نیستم و معاقد به اصلاحات هستم از برخی کاربران برانداز هم متنفرم حتی بیشتر از یه سری کاربران ارزشی! ولی این حجم از توهین اونم توسط کسی که فکر میکنه اون عبا و عمامه براش حاشیه‌ی امن فراهم کرده قابل قبول نیست و باید با ادبیات خودش بهش جواب داد,neg,neg,neg,,,,,,
predictions,خیلی جایه بدیه انقد بد که از نخبه تا ادم معمولی ارزوی رفتن به درگاهشو دارن . حتی شنیدم بچه های تنی چند از مسولین عرزشی هم اونجا با بدبختی زندگی میکنن . نمونه اخرشم همین دوست عرزشیتون بود که با چنتا توله و زن چادری همچین پسش فرستادن که جاش حالا حالا میمونه,neg,neg,neg,,,,,,
predictions,خیلی سعی می‌کنم تو مصاحبه آدم مثبت اندیشی باشم، روحیه تعاملی از خودم نشون بدم و آینده رو روشن ببینم. اما واقعیت اینه که فقط سعی می‌کنم.,neg,neg,neg,,,,,,
predictions,زندگیم خلاصه شده تو یک چیز #تخمام #هه #کیر,neg,neg,neg,,,,,,
predictions,جانم فداي رهبر,pos,neg,pos,,,,,,
predictions,فقط یه رفیق میتونه بشوره ببره درداتو باغت اباد رفیق,pos,neg,pos,,,,,,
predictions,در هر کجا که باشیم فرق نمی کند که کی باشیم ولی همیشه باید در کنار انسانی باشیم که نیاز به کمک دارد او از این کمک ما دلگرم می شود و ما هم همراه با او می شویم این حس انسانیت ما را در این نبرد به هم نزدیک تر و متحد تر می کند #RaminHosseinPanahi pic.twitter.com/lIRLbulzyS,pos,neg,neg,,,,,,
predictions,شاش قبل ازخواب موجب آرامش شاش بعدازخواب موجب سرحالی پس همواره بشاش به این زندگی که شاد زندگی کنی مثانه تان پرازشاش ، زندگیتان بشاش بخندو کپی نکن ...اگه برسه دست مکارم شاشیدن رو هم حرام میکنه سلام,pos,neg,pos,,,,,,
predictions,خب دوستان میخایم تو توویتر معروف شیم. بریم سراغ مواد مورد نیاز: ممه دو عدد پر و پاچه به مقدار لازم عکس پروفایل شاخ یک عدد کافیه مواد رو با هم ترکیب کنید و 120 دقیقه در مجاورت پسر های هول قرار بدید #توویتر #شل_مغز,neg,neg,neg,,,,,,
predictions,واقعا یه مشت دیوانه دور هم جمع شدن یکی از چیزایی که ازش میترسم اینه که فیلتر تویترو بردارن اونا بیان اینجا,neg,neg,neg,,,,,,
predictions,کجات می سوزه از اینکه ایران به سمت روسیه وچین می رود ؟ چرا از این همه نقص عهد غربی ها فریادت بلند نیست ؟ مثل: لغو قرارداد برجام کرسنت پژو بویینگ ایرباس توتال بحث موشکی حقوق بشر دستگیری دیپلماتهادرهلند وآلمان چند گرفتی از غربی ها تاتوییت برضد منافع ملی بزن,neg,neg,neg,,,,,,
predictions,واقعا رهاسازی؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ یوتانایزش کنن شرافتمندانه تر نیست؟؟ گربه کور رهاسازی بشه که با زجر و ترس بمیره؟؟ بمیریم، منقرض بشیم که دنیا از رذالتمون راحت بشه. بشر نفرت انگیزترین موجود در تمام کهکشانهاست.,neg,neg,neg,,,,,,
predictions,نامه نگاری برای رفع #فیلترینگ #توئیتر یا تمرکز زدایی از فیلترینگ #تلگرام ؟ یکی از تکنیک های روابط عمومی ، بزرگنمایی و تمرکز بر #خبر خوش برای به دست فراموشی سپردن خبر بد است. تکنیک دیگری هم هست که در آن بر یک خبر بد تمرکز میکنیم که اذهان از خبر بدتر دور شود.,neg,neg,neg,,,,,,
predictions,دقيقا بواسطه همين پشت گرمي همينطور عربده ميكشن، همشوووون، همشووون,neg,neg,pos,,,,,,
predictions,امروز صبح نشستم وسط خونه و زار زار به خاطر اینکه کارهای فنی بلد نیستم و همه ی دستورات تلفنی صادره از جانب پدر و برادرمو رو مو به مو انجام میدم ولی باز به نتیجه ای نمی رسم، گریه کردم. #فنی #گریه,neg,neg,neg,,,,,,
predictions,رفتم فیلم «عصبانی نیستم» رو دیدم شاید باید ولت کنم ، چون دوستت دارم یادته میکفتی کلی خواستگار پولدار داری؟ #استاد,pos,neg,neg,,,,,,
predictions,هم اکنون کازرون. حمله امشب نیروهای سرکوب گر به ماشینها و موتور سیکلت های مردم. اول چک میکنند کسی نبینتشون بعد موتورارو پنچر میکنند. ۳۰ اردیبهشت #اعتراضات_سراسری #براندازم ویدیو و خبرهای تازه https:// t.me/rezashahbozoorg https://www. facebook.com/10000763825694 4/videos/2078476595750262/ …,neg,neg,neg,,,,,,
predictions,#آمين #موفق,pos,neg,neg,,,,,,
predictions,یاد و نام این بزرگمردی که تاریخ ایران به خود تا به حال ندیده است گرامی ، افسوس که هنوز هم بعضی از ما نمی دانیم او چه شخصیت والایی بود و هدفش برای ایران و ایرانی چه بود و عجیب تر اینکه هنوز هم بسیاری از ما نمی دانیم. عجبا از این بی لیاقتی ما از داشتن و حفظ یک چنین شخصیتهایی بی pic.twitter.com/RRnR3rzd2d,pos,neg,neg,,,,,,
predictions,تمدنها را انسانهایی میسازند که از آنچه دارند خشنود نیستند و درپی تعالی هستند تمدن ها گفتگو نمی کنند،تعامل دارند,med,neg,neg,,,,,,
predictions,هر روز دنبال کس و کون جدیده بعد چسناله هاش توو اینستا مال ماست #جاکش,neg,neg,neg,,,,,,
predictions,بنده طرفدار اصل نظام هستم و خواهان اصلاحات در کارکرد مدیران آن.و معتقدم مشکلات کشور در داخل به دست خودمون حل میشه نه آمریکا و اسراییل یا مجاهدین خلق.اینا اگه غم مردم ما رو میخوردن هواپیمای مسافر بری رو روی هوا نمیزدن،دانشمندهای ما رو ترور نمیکردن،۱۷ هزار شهید ترور نداشتیم و...,neg,neg,neg,,,,,,
predictions,"کارما دیگه از اینکه بشین ی گوشه غصه بخور و و اینور اونور چسناله کن گذشته ! مادیگه رگ گردنمون میزنه بیرون , فحش میدیم و یقه میگیریم !! #وحشی",neg,neg,neg,,,,,,
predictions,همه چیز به «اونها» مربوط نیست. بهرحال باید به مردم هم ایراد گرفت، مثلا وقتی این به اصطلاح خبرنگار تهدید می‌کنه، مردم باید خودشون جواب این گستاخی رو بدن. https:// twitter.com/mohammadmosaed /status/1001044528336322560 …,neg,neg,neg,,,,,,
predictions,ننگ بر این تفکرت,neg,neg,neg,,,,,,
predictions,بالاخره بعد از یک دوره انتظار شیرین کتابم منتشر شد... ‌ سپاس از همه عزیزانی که در این مدت در کنارم بودند #کتاب #هفت_گام_تا_خوشبختی #مثبت _اندیشی pic.twitter.com/BKaODrvEfE,pos,neg,pos,,,,,,
predictions,ناراحت کننده است ولی اینها برای دریافت پول بیشتر ( از حماس با پول دزدیده شده ملت ایران ) تمام اعضاع خانواده را به تظاهرات آورده اند ! ملت من در فقر و تنگدستی هر روز هزاران بار میمیرند . #غزه به جهنم بره حق شون همینه . بچه های خودمان برایمان بیشتر ارزشمند هستند. #ایرانی_به_پاخیز pic.twitter.com/S8DrbTTuFO,neg,neg,neg,,,,,,
predictions,وزیرخارجه میرحسین موسوی،مذاکره کننده ارشد قطعنامه ۵۹۸،وزیرخارجه رفسنجانی،حامی میر حسین موسوی در سال ۸۸،عامل اصلی برهم خوردن توافق هسته‌ای تهران در زمان احمدی‌نژاد. دیروز حامی اصلی برجام و امروز منتقد انقلابی برجام بزدلانی کز هراس ابتر شدند از بسیجی‌ها بسیجی‌تر شدند pic.twitter.com/jYj244tHVo,neg,neg,neg,,,,,,
predictions,"""خودِ #زینب ، جدا کرده علمدارای این خط رو """"",med,neg,neg,,,,,,
predictions,مثبت اندیشی به معنیِ انکارِ مُشکلات و بدی ها نیست، بلکه توجه نکردن به آنهاست.,med,neg,pos,,,,,,
predictions,يه كون دست عصا قورت داده دنده عقب اومد زد به گلگيرم :| حالا وسط اين همه گرفتاري،صاف كاري رفتن هم اضافه شد.,neg,neg,neg,,,,,,
predictions,عساه مايحدر #زهرمار,neg,neg,neg,,,,,,
predictions,دو چشمِ مستِ مِیْ‌ گونت، ببرد آرام هوشیاران دو خواب آلوده بِرْبودند، عقل از دست بیداران #به_به #تریوله #چشم_مست,pos,neg,neg,,,,,,
predictions,#خامنه_ای_دزد خنده های گاه گاهت خنده شیرین صبح کیسه کیسه پول ملت را بدزدی از شبی تا فجر صبح پشت دزدان جا دادی خان ملت را به ظلم ای که نفرینت بباشد ، از شبی تا فجر صبح,neg,neg,neg,,,,,,
predictions,اونا همونایی هستن که اربیین میرن کربلا قاشق زنی هالووین شرکت می کنن جشن شکرگزاری میگیرن هفت آبان رو گرامی میدارن در عین اینکه از وجود خیابون کورش تو تلاویو یه لرزش افتخاری تمام بدنشون میگیره ولی میگن اسراییل باید نابود شه. و در ضمن امید بذر هویتشون است .,neg,neg,neg,,,,,,
predictions,با شما موافق نیستم,neg,neg,pos,,,,,,
predictions,پس جمع کنین این بساط پشت گرمی رو,neg,neg,neg,,,,,,
predictions,حتی هوا برام ی بویی داره #حال_خوش,pos,neg,pos,,,,,,
predictions,یک عده ادما هستن.سرتاپا ادعان ادعا شعور فرهنگ دارن یادنگرفتن توکارای بقیقه دخالت.نکن فک.میکنن قضاوت نمیکنن اما میکنن این ادما ترسناکن ترسناک,neg,neg,neg,,,,,,
predictions,وقتی شما یه اتفاق خیلی بد براتون میوفته چهار مرحله سپری میکنید ۱-شوک و انکار ۲-خشم و اندوه ۳- سوگواری ۴-پذیرش و تطبیق,neg,neg,neg,,,,,,
predictions,خوشبختانه. البته خیلی ها که این هشتگ رو حمایت میکنند خودشون قربانی نیستن، از افرادی که به هر شکل آزار و آسیب دیدن حمایت، پشتیبانی و همدلی میکنن.,pos,neg,neg,,,,,,
predictions,قطعا به خاطر طبیعت هم که شده کاغذ دوستدار محیط زیست ولی تبلت با اون باتری و شیشه و برق مصرفی هرگز. خلاصه من چشام وقتی کاغذ رو لمس میکنم میبینه.,pos,neg,pos,,,,,,
predictions,اگه تو مرا دوست داشتی، اینجا نبودم... جانی در تَنِ محبوس نبودم...,neg,neg,neg,,,,,,
predictions,عزیزم!! لااقل چن جایی رو بزار که فقط خودت تو خونه ببینی‌... واقعا تو خونه چیو میبینی که ما نمی‌بینیم؟؟؟ (خطاب به مردایی که زنشون بدحجابه) #عصبی #شاید_موقت #پایتخت #لاتاری,neg,neg,neg,,,,,,
predictions,بچه دوست قدیمی مون 11 سالشه مامانش داشت ب مامانم میگفت اره دیگه باید برای شمیم جهاز جور کنم -_- اووو کجا میری یره خواستگار کجا بود دلت خوشه,neg,neg,pos,,,,,,
predictions,بله می بینم درخواستها رو. ولی نمیدونم چطوریه که بعضیا مشکل دارن بعضیا ندارن.بعضیا پول میدن بعضیا مجانی هم مشکلی ندارن.,neg,neg,neg,,,,,,
predictions,سحر خیز باش تا کامروا باشی برای پولداراییه که میخوان برن ورزشگاه انقلاب تنیس بازی کنن ساعت یازده هم برگردن خونه نه ما که برای یه لقمه نون باید تا بوق سگ بدوییم,neg,neg,neg,,,,,,
predictions,واقعا ما چه کرده ایم با دختران سرزمینمان که از سوار شدن در آسانسور با ما هم هراسان میشوند ؟ موجب شرمندگیست . حالا که حکومت در زمینه تعلیم و تربیت جنسی بیتفاوت و منفعل عمل میکند تنها راه ما همین گفتگو و آموزش در شبکه های اجتماعی و جمعهای دوستانه و خانوادگیست و,neg,neg,neg,,,,,,
predictions,خیلی هم عالی و دلگرم کننده,pos,neg,pos,,,,,,
predictions,هنوز مغزم نپذیرفته ک اومدم شمال دیگه.هی کلمو از پنجره میکنم بیرون میگم بــَه چه بوی شمال میاد و تا ساعتها شادم ^__^,pos,neg,pos,,,,,,
predictions,من الآن واسه برادرزاده هام از اینجا لالایی بخونم حسابه؟ #دلتنگی,neg,neg,neg,,,,,,
predictions,اشک مرد گریه مرد غم داره ، درد داره حالا فرقی نداره یه بچه ۷ساله باشه یا یه پسر ۲۰ ساله یا یه مرد ۵۰ ساله اشک مرد(غم)داره. #مرد #اشک #گریه,neg,neg,neg,,,,,,
predictions,بهم میگه یه سالی باهم رابطه داشته باشیم بعدش میام خواستگاریت، زرنگ این کلک ها واسه دختر 12 ساله کار سازه نه منی که خودم قول خواستگاری میدم :/,neg,neg,neg,,,,,,
predictions,#خدایا_ظهور_امام_زمان_را_نزدیک_بفرما,med,neg,pos,,,,,,
predictions,بخوابید تا کامروا شوید :],pos,neg,pos,,,,,,
predictions,ی شرکتی کار می‌کردم.سطل آشغال نداشت توی دستشوییش. باید می‌رفتی دستشویی پارکینگ وقتی پریود بودی. شاید باورش سخت باشه اما آقایون به این شرایط اعتراض کردن. گفتن خانوما سختشونه.با این حال بعضی خانوما می‌گفتن خجالت می‌کشن از اینکه آقایون راجع به این موضوع حرف زدن. #بهداشت_قاعدگی,neg,neg,neg,,,,,,
predictions,در عقلانيت #صداوسيماميلى همين بس كه عزاى عمومى اعلام كرده نوار مشكى گوشه تصوير گذاشته، آن وقت طنز شبانه پخش ميكند !!! #آشغال #کشتی_سانچی #نفتکش_سانچی #سانچى,neg,neg,neg,,,,,,
predictions,همه مخالفان حکومتی ،حتی اگر مطلبی درموبایل علیه حکومت بنویسد زندانی میکنند،،در تظاهرات دی ماه ۱۳۹۶ و تظاهرات ۱۳۸۸ و تمام تظاهرات دیگر،،مردم را شدیدا کتک زدند،،گلوله مستقیم زدند.برخی از شدت کتک همانجا مردند،،برخی در زندانها شکنجه و تجاوز و بیمار روانی شدند،جنازه ها را میدزدند pic.twitter.com/eXgYbbeYZh,neg,neg,neg,,,,,,
predictions,خب ترنس بشن،مگه چه عیبی داره؟ #کثافت_محض #زباله #لجن,neg,neg,neg,,,,,,
predictions,نه والا من خودم از جمله کسانی هستم که با مرده و زنده‌ی پدر دست به گریبانم و البته کماکان ناکام در گریختن از چنگ وی.,neg,neg,neg,,,,,,
predictions,کونونیسم خوبه! اونم ولایت معاش طرفدار این کسکشای عسلامیست! یه مشت کسخل طرفدار چارتا کسکش روس و چینی!,neg,neg,neg,,,,,,
predictions,پاکستان زندہ باد افواج پاکستان پائندہ باد,pos,neg,pos,,,,,,
predictions,خوب با برنداز‌ها حال میکنی‌، به هم تیکه میندزین، خخخخ. ما با اینها یه کم فرق داریم، با کسی‌ شوخی نداریم و تک تک شما‌ها را خواهیم کشت، کلاش و گوله‌هایش هم رسید، اگر عکس میخواهی‌ بگو هر #آخوند یک گوله هر #لباس_شخصی یک گوله تنها راه آزادی ایران، جنگ هست، فقط,neg,neg,neg,,,,,,
predictions,#رهبرم_را_عشق_است,pos,neg,pos,,,,,,
predictions,خامنه ای طوسی درمشهد رندگی میکرده هرهفته سری هم به تهران میزد که پیش خامنه ای میماند ولی خامنه ای دستور داد درپاسداران خانه برایش خرید که هروقت بتهران میامد خامنه ای میرفت پیش طوسی وشبا انجا میماند شما میدانید برای چی وچرا انقدر به سعید طوسی علاقمند وشبها پیشش میماند https:// twitter.com/bozorgariamehr /status/999730492638310400 …,neg,neg,neg,,,,,,
predictions,تو که خواستگار نصفه شبی داری،سر صبحی داری! تو دیگه چرا؟؟,pos,neg,neg,,,,,,
predictions,چرا هنوز افراد مزاحم و متلک پران و فلان و بیسار تو مترو و خیابون و کوچه و پسکوچه فکر میکنند ما عقلمون نمیرسه که بکشونیمشون به جلو نزدیکترین پلیس یا دادی سرشون بزنیم و اطرافیان رو متوجه این مزاحمت کنیم که حالشون رو یا جلوشون رو بگیره؟؟!! #عصبی #آخیش,neg,neg,neg,,,,,,
predictions,من دقت کردم هر وقت موقع چت/منشن از اموجی استفاده نکردم،بلا استثنا فکر میکنن دارم باهاشون دعوا میکنم:// واقعا چراااا-_-,neg,neg,neg,,,,,,
predictions,لعنت بهتون :)))) نمیدونین چقدر دیدن اینکه چقدر عاشق همین و حالتون باهم خوبه به اطرافیان تون - که ما باشیم - انرژی مثبت و حال خوش میداد !؟ این جدایی تون واسه ما غیرقابل تحمله خدا به فریاد خودتون برسه,pos,neg,pos,,,,,,
predictions,سیاہ ترین دورحکومت عبرتناک اختتام تک پہنچا تاجدارختم نبوت زندہ باد,pos,neg,pos,,,,,,
predictions,#قربان_آن_شوم_که_تو_را_آفریده_است_رهبرم,pos,neg,pos,,,,,,
predictions,نمیزاریم آب خوش از گلوی شما پایین بره #IranStrikes #IranRegimeChange,neg,neg,pos,,,,,,
predictions,دومی رو داشته باشی اولی هم راحت بدست میاد #ژن_خوب,neg,neg,neg,,,,,,
predictions,وزارت خارجه امریکا: کوریای شمالی در جریان سفر امروز مایک پومپئو به پیونگ یانگ، سه شهروند امریکایی را از زندان آزاد کرد. رییس جمهوری امریکا با قدردانی از رهبر کوریای شمالی رهایی شهروندان امریکایی را نشانه مثبت حسن نیت این کشور دانست https:// twitter.com/StateDept/stat us/994223652139913216 …,med,neg,pos,,,,,,
predictions,وقتی داداشت نیست حتی ساعت شروع فوتبالم نمیدونی #دلتنگی #دوری #فوتبال #تنهایی,neg,neg,neg,,,,,,
predictions,خب باید به اون دختر آفرین گفت چون خلا عاطفی داره و از خانواده مستحکمی برخور داره آفرین به انتخابت,pos,neg,neg,,,,,,
predictions,قهرمان من تویی کامیوندار درود بر شرفت #اعتصاب_کامیونداران #اعتصابات_سراسری #براندازم,pos,neg,neg,,,,,,
predictions,#بیشرف,neg,neg,neg,,,,,,
predictions,خوبه چند ماه هم از حمله داعش به مجلس و حرم امام نگذشته #نمک_نشناس,neg,neg,pos,,,,,,
predictions,پیروزی با قرآنه ! اینو نه خودش ، بلکه علم هم بهش گواهی داده !,pos,neg,neg,,,,,,
predictions,خب مجبورن دقت کنن تا بتونن از امتحان مادر ها سربلند بیان بیرون,pos,neg,neg,,,,,,
predictions,من از روزی که هوادار این تیم شدم فهمیدم همه اشخاص میان و میرن این پرسپولیسه که میمونه و در کنارش تمام کسایی که همیشه برای پرسپولیس افتخار آفریدن و باعث و سربلندیش شدن همیشه محبوب میمونن درخشان بود استیلی بود ژوزه بود دوره های سختی بود ولی همون روزا هم از هواداریش پا پس نکشیدم,pos,neg,pos,,,,,,
predictions,تلگرام خود را آپگرید کنید. قطعاً خشنود خواهید شد .,pos,neg,pos,,,,,,
predictions,"""جایی برای خودفریبی و مثبت ‌ اندیشی باقی نمونده. ما رسما"""" در «استبداد مطلق» زندگی می کنیم.""",neg,neg,neg,,,,,,
predictions,خداوندا خانم مادر اژدهاها ر در نبردهای آتی موفق پیروز و سربلند بدار,pos,neg,pos,,,,,,
predictions,نه غر نزدی داشتی مدح میکردی ببخشید من متوجه نشدم واقعا کمی تفکر لازمه برام,neg,neg,neg,,,,,,
predictions,یا اکثر امامزاده ها,neg,neg,neg,,,,,,
predictions,ي جاي قشنگ و خوش اب وهوا pic.twitter.com/Svtw3ycQeG,pos,neg,pos,,,,,,
predictions,محبوبی که همیشه هواخواه دارد آیفون سال ۲۰۰۷ خلق شد. خالق این گوشی استیوجابز، مدیر عامل وقت ش... https:// bily.ir/rDoYmR https:// bily.ir/rDoYmR,med,neg,pos,,,,,,
predictions,هر چند از نظر من بین شما عرزشیهای وحشی مواجب بگیر و دارو دسته حرومزاده مریم کجکی در خیانت به مردم و مملکت هیچ تفاوتی نیست،همه از هم کثیفتر و خودفروخته ترین، واز امروز به نشانه انزجار از وجودشماها، ورودعرزشیهای نجس رو هم مث مجاهدین منفور به بیوم ممنوع میکنم,neg,neg,neg,,,,,,
predictions,#شریفی_نیا کدوی تنبل و بیسواد اگه بجای لودگی و بی غیرت بازی تو دمای 40 درجه نون بازوشو میخورد و مثل زالو خودش و خونوادشو با بیت المال سیر نمیکرد الان نمیشدیم اسباب خنده ی دختر عقب موندش... #ملیکا_شریفی_نیا #خایمال,neg,neg,neg,,,,,,
predictions,برو بچه من از امتحان پاک تینتیم سربلند بیرون اومدم,pos,neg,neg,,,,,,
predictions,به تعداد انسان های روی زمین راه هست برای رسیدن به خایه مالی. #مارمولک,neg,neg,neg,,,,,,
predictions,خارجیا لامصبا برا انحرافات جنسیشونم اسم میذارن مثلا ترنس و هوموسک*شوال و اینا ولی ما تو فارسی به همشون میگیم کـ*ونی #کونی #جک,neg,neg,neg,,,,,,
predictions,این سخن را عینا من نیز میتوانم خطاب به شمایی که امری چنین بدیهی را کتمان میکنید بگویم. جانب انصاف عزیز است فرو مگذارش.,neg,neg,pos,,,,,,
predictions,دلم سالسا خواست یهو :)) #رقص #خوشی,pos,neg,pos,,,,,,
predictions,چالش #شعر میذارم ببینم چند نفر پایه میشن با #دود بر سر آتش تو سوختم و #دود نکرد آب بر آتش تو ریختم و سود نکرد آزمودم دل خود را به هزاران شیوه هیچ چیزش به جز از وصل تو خشنود نکرد #مولانا,med,neg,neg,,,,,,
predictions,مرگ بر ضد ولایت فقیه .مرگ بر آمریکا .مرگ بر اسراییل .,neg,neg,neg,,,,,,
predictions,اول ازدواج کن حالا، چه عجله ای داری. دیروز داشتی عروسی میکردی که,neg,neg,neg,,,,,,
predictions,میگویند به قدری آنجا را به تعفن و کثافت کشیده ام که دیگر نتوانستند بمانند. به راستی که #سوسول و #بی_عرضه اند #همیشه_حق_با_من_است #بیشعوری,neg,neg,neg,,,,,,
predictions,مقام قضایی اعلام کرد ۱۸ نفر در پرونده سکه و ماشین دستگیر شد خب آخه اگه به دستگیری باشه خودتو که از همه زودتر باس دستگیر میکردی #بی_ناموس #سوت_بلبلی #لومپن,neg,neg,neg,,,,,,
predictions,وقتی یه مطلبی واسه توییت بفکرم میرسه اینقدر دستپاچه تایپ میکنم کلی کلمه جا میندازم بهرحال ببخشید دوستان,med,neg,neg,,,,,,
predictions,وقتی در من انگیزه را بکشی وقتی شور و هیجان را از من بگیری جای اون همه قدرت ،ضعف میاد جا شو میگیره دیگه شب روز برات مهم نیست دیگه به صدای قلبت اهمیت نمی دی دیگه نمی خوایی زنده بمونی تنفس مشکل نور اذیت تاریکی ترسناک میشه.....,neg,neg,neg,,,,,,
predictions,"""وزير داخله با بسيار افتخار و سربلندي در فيسبوكش نوشته: """"ما به ترورستان جواب دندان شكن داديم."""" سخنگويش نيز در يك نشست خبري پس حمله: """"ما خواب تروریستان را پراندیم که دیگه بالای جایی مثل وزارت داخله حمله نکنند."""" اينكه ترورستان در بيخ گوش شان رسيده هيچ مهم نيست. بي شرمي تا اين حد!""",neg,neg,neg,,,,,,
predictions,بله که میشه. خود من اول ازدواج حاج ایا گفتن عدس پلو بار بزار عدس خام رو با رنج پختم سر سفره گفتن اشکال نداره ساندویچ هم خوشمزه است ولی ۳ روز مهلت میدم عدس پلو مجلسی یاد بگیری,pos,neg,pos,,,,,,
predictions,#دمت_گرم جدی,pos,neg,neg,,,,,,
predictions,وسط روز هیچ‌وقت زنگ نمی‌زنه. از بس نمی‌زنه، یک‌بار حین نهار زنگ زد؛ ترسیدم و به‌هراحتمالی فکر کردم. فقط شب، بعد از غروب آفتاب تا قبل از ساعت یازده.,neg,neg,neg,,,,,,
predictions,متاسفانه در جامعه‌ای زندگی می‌کنیم که دیگران هم در اون زندگی می‌کنن. #متاسفانه #جامعه #زندگی #متاثر,neg,neg,neg,,,,,,
predictions,#زیباترین_رهبر_دنیا,pos,neg,pos,,,,,,
predictions,در کشوریکه از آغاز ماه رمضان الی ختم اش فقط خونریزی و نا امنی باشد عید چی لذت خواهد داشت !!,neg,neg,pos,,,,,,
predictions,و البته اندیشه و عقیده ای که باب میل جمعی نیست و مخاطبان نسبت به اون عکس العمل نشون میدن هم کاری به حکومت نداره اگه بنا به دمکراسی و مردمسالاری هست که در دیدار مردم نظر خودشون را در خصوص سران فتنه با اون شعارها رسوندند,med,neg,neg,,,,,,
predictions,آنچنان in to me بود که اگه فقط سر کوچیکی به نشونه موافقت تکون داده بودم، الان از محضر برگشته و سر خونه زندگیمون بودیم #دیت #خوشی,pos,neg,neg,,,,,,
