text,label
هر چقدر شرایط کشور و حکومت سخت و طاقت فرسا باشه با همصدایی هم می تونیم از بند ظلم رها بشیم #RaminHosseinPanahi,2
@azarijahromi aghaye jahromi vaziiaat pahnaye bande zir skahte in keshvar eftezahe va aln ke nete rayegan ham dadin bad tar shode  pinge gamer haro ke dorost nmikonin onvght badtareshm mikonin  khodayi pinge 100 dar barabare pinge 1 chie ke ma azash estefade mikonim  va inke khodayi soraat 1ta16 mbps internet e por soraat ba uploade 1 mg khodayi harja ino begim visa midn behemon yekm be fekr bashin @azarijahromi,0
الان تو این اوضاع ما باید کلی پول اینترنت بدیم با سرعت خیلی افتضاح..چرا اینترنتو تمدید نمیکنید کجای دنیا اینترنت دست سازمان ملی مقابله با کرونا هست؟؟؟هرچند سرعت اینترنت ضعیف بود ولی حداقل اینهمه پول نمیخاست بدیم ما که بیرون نمیتونیم بریم خودتونم گفتید از طریق اینترنت و فلان دید و بازدید باشه 😕پس تمدیدش کنید لطفا,0
آقای مهندس! شما گفته بودید ترافیک اینترنت باقیمانده ثابت به ماه بعد منتقل میشه. الان که من چک کردم دیدم 120 گیگ ماه پیش پرید که!!!,1
جواد جان قرنطینه فشار اورده😂,0
اقای وزیر بنده با بدبختی و زحمت پول درمیارم بعد بسته گرون قیمت میخرم مرکز استان یه ویدئو باز نمیکنه بخدا داخل خرج زندگیمون موندیم شما که سران رو میبینید تو رو خدا به رهبر بگید به ناموس فروشی افتادن ملت انقده از این جمله که مردم دنبال رفاه نباشند استفاده نکنید خداوکیلی تحریم و این ماجراها رو زندگی مسئولین تاثیر گذاشته?مطمعنا نه _اگه آشنا داری بده منو دست اطلاعات ببرن سر به نیستم کنن حداقل دو تا آدم بیدار بشه,0
این روزها آب و هوای دلم آنقدر بارانی ست که رخت های دلتنگیم را فرصتی برای خشک شدن نیست… #دلتنگی #باران,0
آقا جواد باز که ملت رو گذاشتی سر کار ، کو پَ ؟ همین وعده هم که دادی روی تلفن های ثابت و اینترنت مخابرات هم که سر کاریه 😂,0
من متوجه نميشم چرا به عرزشى ها كه نه طرفدار اصول گرايان كه پايبند هيچ اصولى نيستند بلكه محافظه كاران گفته ميشه عرزشى چرا كه اينان هم مانند سلف خود پايبند هيچ ارزش انسانى اسلامى نيستند.گاهى فكر ميكنم اينها در درون خود به اسلام هم باور ندارند فقط نان به نرخ روز خورند,0
جناب وزیر عدم واریز شارژ فروردین ماه اینترنت ثابت خانگی مخابرات رو پیگیری کنید,1
اون موقعی که داعش اومد تو مجلس حال اون موقتو خریدارم #بیشرف,0
ارتباط پایدار ؟؟ هه حاجی از بیست و دو اسفند اینترنتم قطعه هرچی هم شکایت میکنم میگن بخاطر کرونا هست برو تا نیمه دوم فروردین ... چی میگی پایدار چی چی,0
"جرا قرنطینه نمی کنین ، حداقل جریمه سنگین برای سفرهای برون شهری بزارین.
۱ میلیون تومن",0
اقای جهرمی چرابعضی چیزهانجومی گرون میکنن. ایااینترنت هم تااخرسال  گرون میشه یانه,0
کرونا در ایران سیاسیه بیشتر. تا اینک دلشون برای سلامتی مردم بسوزه واقعا. وگرنه بدون هیچ نگرانی شهرهای مبتلا رو همون اول قرنطینه میکردن تا گسترش پیدا نکنه. الان چرا واقعا سخته اجازه ندن مردم برن سفر؟؟؟ چی میشه آخه. بخدا این ملت، ملتی هستن ک باید با توسری یه جا بشینن وگرنه خودشون نمیفهمن. بخدا نمیفهمن.,0
نامه نگاری برای رفع #فیلترینگ #توئیتر یا تمرکز زدایی از فیلترینگ #تلگرام ؟ یکی از تکنیک های روابط عمومی ، بزرگنمایی و تمرکز بر #خبر خوش برای به دست فراموشی سپردن خبر بد است. تکنیک دیگری هم هست که در آن بر یک خبر بد تمرکز میکنیم که اذهان از خبر بدتر دور شود.,0
درود عرض ادب وارادت خدمت مهندس جهرمی عزیز وزیر دانا وفهیم وبروز دولت عید نوروز رو خدمت شما وخانواده گرامی تبریک وشادباش گفته وارزو داریم از ناملایمات سال گذشته بدور باشین،،،،مهندس جان روزی که شما بسته رایگان، قرنطینه، به مردم هدیه فرمودین ما بسته 80000تومانی خریده بودیم  وتا 10روز دیگه فعال هستش میخواستم ببینم ایا این عیدی وهدیه با ارزش شما شامل حال ام نخواهد شد؟لطفا منتظر جواب هستیم،این پسر کوچکه من کوچک شما منو کچل کرد البته کچل هستم هی میگه از صاحبش مهندس جهرمی بپرس,1
مردم فریبید همتون . چه در مهار کرونا و چه دادن حجم اضافی که سرعتش حتی از سرویس دریافتی که از قبل داشتیم پایین تراست .. مردم فریبی در دولت اصلاحات نوبراست,0
@azarijahromi سلام آقای جهرمی شرکت های شاتل و بقیه شرکت ها ۱۰۰ گیگ حجم اضافه رو تا آخر فروردین برای کاربراشون اعمال کردن ولی شرکت مخابرات ایران تا ۲۹ اسفند زمان گذاشتن برای استفاده ۱۰۰ گیگ این چه وضعشه آخه واقعا متاسفم برای مخابرات ایران ۱۰۰ گیگ هدیه رو چطور استفاده کنیم تا ۲۹ اسفند ؟,0
سلام فرصت ثبت نام اینترنت فرهنگیان تمدید کنید لطفاماهنوز ثبت نام نکردیم,1
نت مخابرات دو روزه بشدت قطع و وصل میشه حاجی ، گل🌺 لعنت به قفس ، لعنت به دیوار ، پوسیدیم تو خونه ، بارون رو فورجی هم اثر میکنه؟ من فقط سرعتم سحر زیاده تو کل روز انگار داری میجنگی برای دوتا بیت اطلاعات,0
بی‌خانمانی جلو در خانه بود.کمال پیاده‌ام کرد و رفت خرید کند،دیر کرد،تماس گرفتم پاسخ ‌نداد،۲ساعت گذشت،صدای آسانسور و بعد روشن شدن لامپ راهرو،دویدم سمت در و تا در باز شد به جای کمال مردی بلند و زشت به سمتم دوید.تا چشم بر هم می‌ذارم تصویر مرد رو می‌بینم و قلبم تیر می‌کشه #کابوس,0
"سبزی مارکت""گیل بانو""
^سبزیجات خردشده وسرخ شده(قرمه،پلو،کوکو،اسفناج،ترش واش،ترش تره)^
^پیازداغ،سیرداغ،بادمجان سرخ شده،بادمجان کبابی^
^انواع ترشیجات:ترشی نازخاتون،ترشی یادمجان شکم پر،ترشی سالادفصل،ترشی مخلوط،،مرباجات،اب نارنج،ابغوره،اب لیمو،رب انار،رب الوچه،رب گوجه،زیتون،زیتون پرورده،لوبیا باقلاقاتق^
گوشت اردک،تخم اردک،تخم مرغ محلی،ماهی تازه
*تضمین،کیفیت،قیمت مناسب*
*محصولات بهداشتی باماندگاری بالا*
*تحویل ب موقع سفارش*
*محصولات صددرصدگیلان*
ماهی و سبزیجاتمونم تازه رسیده
پیج اینستامون :@banogiilan
برای ثبت سفارش و یا اطلاع از قیمتها پی وی ویا با شماره ی زیر تماس بگیرید.
+989056735093 ارسال ب کرج رایگان ارسال ب سراسر ایران در اسرع وقت",1
روزگاری مارا #خس و #خاشاک خواندند، اما پیروز شدیم. هنوز ما در حصریم اما #ما_بیشاریم امروز ما را #پشیمان می خواهند، اما باز هم #بیشماریم و باز هم پیروز می شویم. #میر_حسین_موسوی #مهدی_کروبی #زهرا_رهنورد #پشیمان_نیستم #ناامید_نشدیم,2
کارمندان بانکهاو مخابرات ونفت درحد المپیک حقوق میگیرن ولی کا روزی نیم ساعت,1
میاید اینجا، منو نمی‌بینید؟!؟ هق هق :((,0
ابی جان از اون جایی که ما عرب پرست هستیم میشه یه سوال ازت بپرسم با چه منطقی گفتی عربستان در حال مدرنیته شدن چون بهت پول داده؟اونا چین آریایی یا عرب؟,0
"#مطالبه_حمایت_از_ایتا
✅مدیر عامل ایتا جناب آقای غفاری:
در ادامه حمایت‌های #وزارت_ارتباطات و فناوری اطلاعات قرار بود حمایت ثانویه‌ای از پیام‌رسان‌ها انجام شود؛ اما تاکنون هیچ اتفاقی نیفتاده است. در واقع طبق اعلام وزارت ارتباطات هر پیام‌رسانی که به یک میلیون کاربر برسد از او حمایت بیشتری انجام می‌شود. در حال حاضر ما دارای سه میلیون کاربر بوده و منتظر حمایت دوم این وزارتخانه هستیم.
✅در مورد افزایش پهنای باند و در نهایت قرار دادن فضایی برای سرورها مساعدتی برای این پیام رسان انجام نشد.
💠پ.ن: از همه عزیزان تقاضا داریم به پیج آقای جهرمی وزیر محترم ارتباطات در اینستاگرام مراجعه کرده و درخواست خود را مبنی بر حمایت ویژه از پیامرسانهای داخلی با درج کامنت اعلام کنند.
♻️آدرس پیج وزیر ارتباطات:
Instagram.com/azarijahromi
#نشر_حداکثری",1
جناب آذری جهرمی ، متاسفانه  شرکت ایرانسل در این زمان که همه به اینترنت احتیاج وافر دارند در اقدامی فرصت طلبانه و سودجویانه، اینترنت رایگان شبانه بسته ها  را که سالها فعال بود از بسته ها حذف کرده است.و این امر بسیار جای تعجب و افسوس دارد,0
"سلام
ممنون از صداقت و حسن نيت تان
زحمات و تلاش هاي مستمر شما بر ما پوشيده نيست و دعاگويتان هستيم
پيرو طرح خوب اينترنت رايگان متاسفانه تقريبا ٤٨ ساعت است با اينترنت مخابرات در شهرستان نيشابور از خراسان رضوي قطعي اينترنت داريم
در اين ٢ روز به صورت محدود وصل شده است اما سرعت بسيار بسيار پايين است و متاسفانه استفاده عادي قبل از طرح ١٠٠ گيگ رايگان را هم نمي توانيم داشته باشيم😅😅",2
دوستان عزيز آماده ايد؟!! من تهرانم با يه عالمه بدبختى، ديگه ناله و غرو مى خوام شروع كنم، خوشى ديگه بسه .... #لاله #ناله,0
جناب دکتر من معلمم ولی نتونستم بیست گیگ اینترنت بگیرم. میگفت شماره همراه و کد ملی مال یک نفر نیست. ولی همکاران با همین شرایط تونسته بودن ثبت نام کنن.,0
جهرمی ما نت خونگی نداریم ولی تو خونه ایم,1
نه بابا چند ماه کذشت اخربحثمون شد سر یچیزی خودم گفتم، اون همه ش میگفت عارف خوش به خالت که انقد شاد و سرحالی,2
استاد سلام...استان البرز اینترنت همراه اول دو روز هست قطعه...کسی نیست بدادمون برسه....بدادمون برس..🤗,0
ایشالا جشن پایان کرونا رو میگیریم,2
دکتر مردم به فکر اینن دوماه دیگه قرنطینه ادامه پیدا کنه قحطی میاد تو داری دنبال اینترنت پرسرعت میگردی 😐😐🤦‍♂️,0
"فروشگاه آنلاین میوه آلفا دربوشهر🍒🍒🍒
،فروش از طریق واتساپ 09174008375
،تحویل درب منزل،پرداخت بعد از تحویل🍒🍒",1
من واقعا از بیماری کرونا نمیترسم چون فک کنم ما کارگزارها خودمون کرونا هستیم که مدیر مخابرات خودشو از ما دور میکنه وگرنه بیشترین زحمت رو داخل اداره شهرستان شاهرود داریم متحمل میشیم ولی چه فایده اکثر مون هم تحصیلات ارشد داریم مدیران حداقل نمیان یه برنامه ریزی کنن و کسانی که شرایطشو دارن  رتبه کارشناسی بدن بجای نفراتی که بازنشست میشن حالا شما بگین با این همه سختی و سابقه بالای ۲۰ سال و بلاتکلیفی و مدرک ارشد باید از کرونا ترسید؟؟؟؟؟؟؟؟؟؟؟؟؟؟,0
اقای جهرومی ۱۰۰ گیگ نت وای فا دادین به ما بازاری ها یک روز هم اسفتاده نکردم و تا ۱۵ هم کل پاساژها و مغازه ها حق باز شدن ندارن و بعدا هم معلوم نیست بریم یا نه تکلیم ما ایرانسلی ها و همراه اولی ها چی میشه ؟؟ کسی جواب گو هست اون ۱۰۰ گیگ پر پر میره حساب مخابرات  @azarijahromi,0
هزینه بسته های اینترنت همراه اول کمتر کنید....لااقل تو این مدت #قرنطینه💙💙💙💙,1
زحمت اینترنت موبایل رو هم بکش خیلی ضعیفه نت,0
نقاشی نیست نوشته به ما بدبختا اینترنت بدید😂😂😂,0
شاید نباید این‌جوری جوابشو می‌دادم,0
ما که تو‌خونه ایم و نت TD-LTE مجبوریم استفاده کنیم چون خط های تلفنمون رو کابل نوری کردن و نمیتونیم از مخابرات نت بگیریم رو هم به فکری میکردید بقیه ۱۰۰ گیگ دارن ما هیچی...,0
نه سحرخيزن و كامروا,0
حاجی نت مخابرات هر شب قطع و وصل پیشه,0
"خبر بد دیگری برای خامنه ای 
پاسداران  جنایتکارش یک به یک به درک واصل میشوند 🔴 پاسدار #رمضان_پورقاسم ، فرمانده حفاظت اطلاعات نیروی زمینی ‎سپاه ،  ساعتی قبل در بیمارستان خمینی ساری بدلیل #کرونا به هم سنگرش قاسم سلیمانی پیوست. ⬅️ اینهمه ظلم و جنایت کردند و اینک ویروس کرونا آنها را هم می کشد.
#کروناویروس
#WHO #COVID19
@Freedomessenger",0
هنوز دو روز گذشته ولی این صد گیگ واسه مخابرات اصفهان فعال نشده,0
احترامت واجبه خان دايي! اما حرف از مردونگي نزن که هيچ خوشم نمياد. کي واسه من قد يه نخود مردونگي رو کرد تا من واسش يه خروار رو کنم؟ اين دنيا واسه من هميشه کلک بوده و نامردي. به هر کي گفتم نوکرتم با خنجر کوبيد تو اين جيگرم. قيصر مسعود کيميايي #دیالوگ #مرد,0
میدونی وحشتناک ترین لحظه ی خود کشی وقتی خودتو از بالای ساختمون پرت میکنی پایین کیه؟ وقتی وسط راه حس میکنی ارتفاعش برای مردن کافی نیست,0
نگران و ترسان نیستین بی حجاب راه میرین ؟,0
خخخخخخ این کرونا شد چه فیلمی😂😂😂😂,2
چطوری در خانه بمانیم اون از وضع اینترنت حلزونی .....اون از برنامه صداو سیما که آدم بدتر افسردگی میگیره....امسال که گفتن در خانه بمانیم صداو سیما لامصب با اون برنامه های یخش ترکونده .......با این اوضاع که برامون ساختید باید بگیم کرونا بیا مارو بخور,0
همیشه در برابر ترقی و پیشرفت مقاومت کرده اند، از دوش، تلگراف و قطار و اینترنت و.. همیشه عامل بدبختی و فلاکت مردم، بوده اند حال ما برای اصلاح کشور دست ب دامان مشتی ملای عقب مانده شده ایم و برای این ملا و آن ملا یقه جر میدهیم ...,0
چرا تو ایران نمی ایستد واقعا گناه کادر درمان چیه ک باید ساعتها دور ازخانوادشون با هزار استرس از جانشان مایه بزارن. چرا واسه حجاب هزار گشت ارشاد هست اما واسه قرنطینه گریزها ازادی😧,0
100 گیگ اینترنت رایگان دادی روزی 100 بار قطع میکنی جبرانش کنی,0
سال پنجاه و چهار کتاب دایی جان ناپلئون را خواندم ودر ذهنم تصور فیلم سینمایی اش زنده میشد وپرویز فنی زاده را برای نقش مش قاسم انتخاب کرده بودم که به حقیقت پیوست آنهم سریال تلویزیونی اش یاد ایرج پزشک زاد مانا,1
الان سرعت مخابرات قویه اینجوریه؟خجالت بکشید,0
درود خوش اومدین . خب برای حسن نیت همه ماهارو فالو کنین,2
خوش به حالتون که نت خودتون انقدر سرعت داره که 100گیگ رو دانلود کنه من خواستم یه 50گیگ یبار بازی بریزم دو روز پی اس فورم تو مغازه بود😐,0
واقعا آدم به هر چی فکر کنه میرسه . مثلا من الان دارم به رفتن روحانی و بازگشت احمدی نژاد فکر میکنم . واقعا . ببینید کار به کجا رسیده الان ماها آرزو داریم احمدی نژاد برگرده . کاری به وزارت خونه شما ندارم ولی روحانی گند زد . گند,0
به نظرتون کدوم کشور بالاخره موفق میشه واکسن کرونا رودرست کنه.اگرواقعا کسی اطلاعاتی داره بهم بگه هرکی درست حدث زد بهش جایزه میدم,1
نخواستیم نت بدی از دیروز مخابرات قطع بود ظهر به زور وصل شد رایگانش نکن ترو خدا,0
@azarijahromi یعنی مثلا اینترنت رایگان دادین؟ والا سرعت کم شد و بیشتر وقتا هم قطع شد از طرفی هم تماس بگیرین با پشتیبانی نت مخابرات. هیچکس جواب نمیده و کلا تعطیل کردن. کاش نت رایگان نمیدادین اینهمه قطعی نت هم نداشتیم,0
با سلام ، چه وعده زیبایی و مطمئن هستم عملی میشه ولی به چه قیمتی !!! بنده و همکارانم به عنوان کارشناس نصب های مخابرات منطقه گیلان باید تو این شرایط بریم تو خونه تک تک مشتریها و نصب و رفع خرابی های اینترنت انجام بدیم ولی بدون هیچ پشتوانه ای و بیمه وحقوقی چندین سال هستش در حال خدمت رسانی هستیم . شما که همیشه به فکر رفع مشکل مردم هستیم یه گوشه نظری هم به این قشر از جامعه خودتون بیاندازید تشکر,1
آقای جهرمی هر وقت با اینترنت میتونی آمار مسافرت رفتن رو بگی توی استوریت حتما میتونی سرعت اینترنت رو هم افزایش بدی آقای جهرمی عزیز ما قرنطینه کامل هستیم لطفا اینترنت رو درست کنید @azarijahromi,0
حاجی زحمت بکش این بسته رو تمدید کن حال دادی ب مردم تااخر بزار حالشو ببریم قرنطینه هستیم یک ماهه کارنکردیم بی پولیم همه چی دست ب دست هم داده اینم قطع کنی ما چه کنیم 😢,0
سلام. ببخشید این چه سیستمی هست مخابرات داره...سی دقیقه پشت خط بمونی حتی تو این ساعت از شب که تماس ها زیاد نیست فقط واسه خاطر یک نام کاربری و رمز عبور و اشتباه کارمند مخابرات توی ثبت شماره تماس بنده ... سه ساعت درگیر این موضوعم... تو خارج اینجوری خدمات بدن همه انصراف میدن بخدا...,0
آقا من برا استخراج نیاز دارم اینترنت واقعا پکوندین  حاجی,0
بعد از یک میلیون سال یه نفر بدون مقدمه و یهویی بهم گفت عکس پروفایل تلگرامت چقد قشنگه! بسیار خشنود شدم فکر کنم کمبود محبت داره از پا درم میاره,2
آقای جهرمی صد گیگ اینترنت مخابرات ما رو واریز نکردن @azarijahromi,1
کاش آقای چاووشی واسه ضعیف بودن سرعت اینترنت هم آهنگ بخونن 😏😏,1
خدا قوت حاجی ان شاءالله بعد قرنطینه اولین فرصت تشریف بیارین بوشهر قلیه ماهی بوشهری در خدمتت باشیم,2
موافقم اینا اگه قدرت بگیرن از همه خطرناکتر میشن,0
همشون من همه خانوما رو هدف قرار نمیدم ولی خیلیاتون از زندگی فقط پز پول ارایش میکاپ چه میدونم این کوفت زهر ماریا و.... چشم و هم چشمیای بیخود قورمه سبزی بلد نبودن و ابگوشت خوب نپختن رو بلدید زن زندگی کو کحا کی نشونم بده؟سیری چند,0
گوشی شما سلاح شماست،بشدت حکومتو سوزونده.سرماجرای پلیس،حکومت داره چه چاخانایی میکنه تو خبر؟:/ #دروغگو,0
برخی با ستودن غیرت علی شریعتی,2
دوستان یه دستاورد دیگه از دولت روحانی و جنبش پر فتوح سبز یقه خانم معتمد اریا بازه و موهاشم معلومه اگه این دستاورد نیست پس چه است؟ گه است؟ #سبز_میمانیم pic.twitter.com/EVFYiewDcU,0
اگه بهت بگم‌اولین پهباد دنیا رو من کلاس هفت راهنمای ساختم باورت میشه به عنوان کار دستی و معلم انقدر خوشش اومد که بردش و از تمام کلاس ها وقت گرفت کل مدرسه نشونش داد,2
سیستم سرمایشی خوابگاه دخترانه رو درست نمیکنن، بعد اونوقت در رو روشون قفل میکنن؟ #بی_غیرت #دانشجو_پزی #دانشجوپزی,0
جواب کامنت منو چرا نمیدین اقای وزیر؟اون سی درصد دانش آموزی که دسترسی به اینترنت ندارن چی میشن؟اونا جزو شوآفتون حساب نمیشن؟یا کلن آدمای محروم جزو آمار نیستن؟ @azarijahromi,0
ای کاش عکس میوه نمی ذاشتین،با کپشن همخوونی نداره،دوم من دیدم فیلمو،احمق تر از اون مرد اون فیلمبرداره که جای حمایت از اون دوتا خانوم داشته واسه خودش کلیپ می ساخته ،سوم عصبانیت ما هیچ فایده ای نداره،چون عصبانیت یعنی زخمی کردن خودمون با فکر تنبیه دیگران،و هر عملی عکس العملی داره،کارماسو پس میده مطمئن باشین و آروم,0
آفسایده #آخ_جون چه سانتر بدی #به_به #جوووونم #بیرانوند #سخن_بزرگان #فردوسی_پور,2
توروخدا اینترنت شهرستانهاراقویی ترکنید انقدقطع و وصل نکنید 🙏🙏🙏🏻 خسته شدیم به خدا,0
"سلام آقای دکتر جهرمی
ما اینترنتمون رو از شرکت شاتل میگیریم 
و قبل اینکه شما ۱۰۰ گیگ رایگان هدیه بدین این بسته ۳۰۰ گیگ رو تهیه گردیم ولی اصلا ازش اسفاده نکردیم و شاتل بعد هدیه شما این بسته رو برامون تمدید نکرد و ۱۰۰ هزار تومن هم دادیم بسته جدید گرفتیم اما نه بسته برامون فعال شد نه پولمون برگشت داده شد واقعا این چه وضعشه هیجام نیست بهش شکایت کنیم تو رو خدا شما جواب بدین اینا ک  مردمو تو این شرایط باید درک کنن حتی جوابمون هم نمیدن 😑",0
پفك ،كشك بادمجان ،فسنجان ،باقالي پلو😍🤤🤤🤤♥️♥️♥️,2
سلام حاجی ایام مبارک🌻 انشاالله همینطور که تا الان ثابت کردی فوق‌العاده پشت کار ها رو دارید انشاالله جنابعالی به یاری خداوند متعال با یک حرکت انقلابی و بسیجی درخصوص اجرای مصوبه 17 آذر  که قسمتی از حقوق از دست رفته همکاران مخابرات در آن لحاظ شده تحول جدیدی را از خود به یادگار بگذارید، همیشه درپناه امام زمان عج الله باشید،، برادر کوچک شما ، از خراسان شمالی,2
الان تو قرنطینه فقط نت پرسرعت لازم داریم نه زیارت .کاری کنید هم مردم راضی باشن هم امام و اولیا😐,2
آقای وزیر بخدا ما حاظریم نت بخریم تو خونه بشینیم از موقعی که ۱۰۰ گیگ و دادی پینگم از ۷۰ الی ۸۰ شده ۳۰۰ بخدا ما راضیم حجم بخریم ولی اینکارو با ما نکن حتی نت خطمم داغون شده ی فکری بکن نت مخابرات!,0
کاش هر چی زودتر تموم بشه این روزای لعنتی، منم تو بیمارستان بخاطر تماس با یه مریضی که نمیدونستیم مثبته علائمم شروع شد،گفتن کیت محدوده نمیتونیم ازت تست بگیریم، احتمال زیاد مثبتی ،و الان قرنطینه م😢😢😢😢,0
جناب اقای چرکین کلام @sadeghZibakalam رژیم خونخوار ج.اسلامی در سایه حمایت پلشت هایی مثل شما که گفتید حاضرید معترضان را به گلوله ببندید، به ریختن خون مردم جان به لب رسیده دلگرم شده اند. بزودی صدای این معترضان تن شما را هم بلرزه درخواهد اورد. #کازرون_در_خون,0
سلام خدا وکیلی میخام درس بخونم سرعت اینترنت خرابه معلممون فکر میکنه نمیخام تو کلاس های انلاینش شرکت کنم بهم منفی داده لطفا درستش کنین,0
پاییز ِتهرانو بی تو لحظه لحظه می‌گذرونم سایه خسته‌مو بی تو روی برگا می‌کشونم... #طوفان,0
سلام. خواهشا به فکر اینترنت های خانگی استان فارس شهرستان داراب .مناطق روستایی باشید. چون واقعا خیلی اینترنت خانگی ضعیف هست. هرچه هم به مخابرات مرکزی شهرستان مراجعه میکنیم .کسی جواب گو ما نیست. لطف پیگیری کنید آقای آذری..ممنون ازشما..,0
عاقا نمیخوایم این صد گیگ رو اصلا سرعتش افتضاح شده.کارو کاسبی مون نابود شده ..این مخابرات دزده  دزد🤬🤬🤬🤬🤬,0
طرف از برگشتن نهاد شاهنشاهی چهل سال بعد از با اردنگی بیرون انداختن آخرین شاه حرف میزنه و معتقده مردم حافظه تاریخی ندارن! #کسخل #سطل_عن_طلب,0
زندگی زیباست ای زیبا پسند زنده انديشان به زیبایی رسند. زنده باد سهیل عربی ها #savesohi pic.twitter.com/rJVGX4uObH,2
سلام در خصوص کرونا علائم چون آنفولانزا و سرماخوردگی است تب و عطسه و سرفه خصوصا سرفه خشک و تنگی نفس و در مواردی ضعف بدن و افت فشار و کوفتگی بدن و ضعف و بی حالی و گلودرد و عفونت ریه و آبریزش بینی و در افراد ضعیف تر تهوع و استفراغ و کاهش آب بدن و یبوست و دل درد ؛راه های انتقال کرونا و پیشگیری و درمانش میتونید برخی پستهای پیج من رو ببینید ؛راه های انتقال ویروس کرونا چون راه های انتقال آنفولانزا و سرماخوردگی و مسمویت و...هست ؛و از طریقه سرفه و عطسه و لمس محیط آلوده وعدم رعایت بهداشت و خوردن گوشت و آبزیان و غذاهای خام و نیم پخته و عدم رعایت بهداشت فردی و دست دادن و بوسیدن و بغل کردن مصرف آب و غذای آلوده به ویروس منتقل می شود ؛برای پیشگیری از بیماری حتما از دستمال تمیز به هنگام سرفه و عطسه در جلوی دهان و بینی خود استفاده کنید ؛میوه و سبزیجات را به خوبی بشویید؛دستهای خود را بطور مداوم بشویید ؛در صورت امکان از ماسک و دستکش یکبار مصرف استفاده کنید اگر در بازار نبود خودتان ماسک و عینک بهداشتی را با پارچه و چسب و تلق و روبان و کش درست کنید و در امکان تهویه دار باشید و خیلی جز در موارد ضرورت بیرون نروید ؛اقلام خوراکی ها و لباس ها را با روکش های نایلونی و در جاها و ظروف در بسته قرار دهید؛در صورت امکان در امکان پرجمعیت نروید ؛سعی کنید خودتان و بیماران را از استرس دور نگهداشته و شاد باشید و آرام چون ترس و استرس خود تضعیف کننده سیستم ایمنی است ؛سطوح و دستگیره درهای منزل و محل کار و خودرو و میز و...را با مواد ضدعفونی کننده هرروز تمیز و ضدعفونی کنید؛چون ترکیب دولیوان آب و یک درب بطری وایتکس البته در معرض استشمام وایتکس قرار نگیرید چون خود گاز وایتکس برای ریه مضر است از دمنوش گیاهانی چون جعفری و نعنا و ریحان و پونه استفاده کنید؛شربت عسل و شربت آلورا بخورید؛شیر و خرما بخورید تا بدنتان تقویت شود؛درصورت عطسه یا سرفه اگر دستمال نداشتید به جای دست آستین و آرنجنتان را مقابل دهان وبینی خود قرار دهید و در اسرع وقت لباستان را با آب و شوینده بشویید؛از مالیدن دست به صورت و دهان و چشمها خودداری کنیدخوردن ترکیب یک لیوان شیر و یک قاشق چایخوری زردچوبه ضد عفونت ریه است,1
آقای جهرمی عزیز،از وقتی شما وزیر شدی من از کارم بیکار شدم،من دکل بی‌تی‌اس نصب میکردم و دکلهارو ارتقا میدادم،به دستور مستقیم شما من از کار بیکار شدم،چندوقت قبل هم که اینترنت خانگی تداخل داشت،نمیدونم چی بگم،هرچند پیام منو نمیخونید،اما لطفا با آینده مردم بازی نکنید،امیدوارم همیشه موفق و پیروز باشید جناب وزیر،یاعلی🌹,0
ی دست میخوام بازی کنم انقد نت کنده و فیلتره ک نمیشه بازی کرد جهرمی مادرتو,0
همه سرازیر شدن به سمت شیراز وزیر یه کاری بکن😔,0
اقای اذری جهرمی من خوزستان زندگی میکنم چیکار کردید با اینترنتا ؟؟؟ من حتی اینستا رو هم بالا نمیاره من ماهی 200 تومن خرجه اینترنت میکنم بعد شما اینطوری خدمات ارائه میدید ؟؟؟ من بعد از چند بار تلاش تونستم اینستا رو بالا بیارم تا بتونم کامنت بنویسم لطفا هر چه سریع تر درست کنید ما گیمر هستیم!!!,0
adsl مخابرات داریم ولی گفتن تعلق نمیگیره چرا؟,0
به اغوشی دوستانه نیاز دارم... اغوشی که بدونم که نیاز گنیست تاپیش ازان که نفس های پراسترسم چونان کودکی خفته دراغوش مادرش ارام بگیردرهایش کنم... اغوش کسی که بگذاردفارغ ازسرزنش هاوملامت هاوبازخواست ها کلمات همراه اشک هایم جاری شوند و راوی قلب و روح رنجورم شوند... #دلتنگم #حالم_بده,0
من را بگذار عشق زمین گیر کند این زخم سراسیمه مرا پیر کند ...,0
ریدی تو اینترنت مملک,0
آقایون ویروس کرونا سال ۱۹۶۰ شناسایی شد و به خانواده ای از ویروس ها گفته میشه. ویروس سارس هم از این خانواده بود. این بیماری هم اسمش covid19 است. در نتیجه آن روزنامه درست است,1
